"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2023-04-22","94.1","0.68","6.46","Valdez, Framber",645277,664285,,"ball",,,,,12,"Ozzie Albies lines out to shortstop Jeremy Pena.","R","R","L","ATL","HOU","B",,,0,0,2023,"1.2","0.77","0.27","3.47",,,,0,2,"Bot",,,,,455117,,,-3.6855039063988646,-137.0206974917335,-3.7612414672978094,15.88735362980396,28.91679093957403,-21.812518493281708,"3.24","1.61",,,,"93.6",2201,"5.9",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.63",,,,,,,,14,1,"Sinker",0,0,0,0,0,0,0,0,,,151,"0","0.044"
"SI","2023-04-22","96.8","0.48","6.37","Valdez, Framber",669221,664285,"strikeout","called_strike",,,,,7,"Sean Murphy called out on strikes.","R","R","L","ATL","HOU","S",2,,1,2,2023,"1.2","0.59","-0.62","1.89",660670,,,2,1,"Bot",,,,,455117,,,-5.633470418713579,-140.80474440406633,-7.72649094109131,17.286116484572673,30.076582414583868,-22.82540521374103,"3.33","1.63",,,,"96.4",2203,"5.9",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.57",,,"0",1,0,0,,8,7,"Sinker",0,0,0,0,0,0,0,0,,,147,"-0.036","-0.27"
"SI","2023-04-22","97.5","0.49","6.41","Valdez, Framber",669221,664285,,"called_strike",,,,,7,"Sean Murphy called out on strikes.","R","R","L","ATL","HOU","S",,,1,1,2023,"0.86","0.82","-0.68","2.09",660670,,,2,1,"Bot",,,,,455117,,,-5.081641813562849,-141.78959080666357,-7.965542668198897,12.718223443514905,30.226564736071815,-19.56465531081952,"3.33","1.61",,,,"97",2340,"5.9",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.61",,,,,,,,8,3,"Sinker",0,0,0,0,0,0,0,0,,,148,"0","-0.07"
"SI","2023-04-22","96.4","0.31","6.35","Valdez, Framber",669221,664285,,"called_strike",,,,,7,"Sean Murphy called out on strikes.","R","R","L","ATL","HOU","S",,,0,0,2023,"1.01","0.96","-0.47","2.14",,660670,,2,1,"Bot",,,,,455117,,,-4.321536714494163,-140.17324853854947,-7.764112106895489,14.242654456689445,30.383521559709223,-17.976034818520954,"3.42","1.7",,,,"95.8",2319,"5.9",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.58",,,,,,,,8,1,"Sinker",0,0,0,0,0,0,0,0,,,146,"0.003","-0.049"
"SI","2023-04-22","97.1","0.36","6.37","Valdez, Framber",663586,664285,"field_out","hit_into_play",,,,,13,"Austin Riley grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.","R","R","L","ATL","HOU","X",4,"ground_ball",1,0,2023,"1.09","1.13","-0.93","1.87",,660670,,1,1,"Bot",143.47,157.25,,,455117,,,-5.919987479062367,-141.03999763185223,-9.045778600666164,15.908144498277501,30.900573562182384,-15.197619052619046,"3.51","1.69",113,"75.5",8,"96.6",2286,"6",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.46",0.274,0.278,"0",1,0,0,2,7,2,"Sinker",0,0,0,0,0,0,0,0,,,146,"-0.033","-0.349"
"FC","2023-04-22","85.4","0.43","6.27","Valdez, Framber",621566,664285,"strikeout","swinging_strike",,,,,13,"Matt Olson strikes out swinging.","R","L","L","ATL","HOU","S",2,,2,2,2023,"-0.41","-0.31","-0.87","1",,660670,,0,1,"Bot",,,,,455117,,,-2.23305780867884,-124.37006109378618,-5.53520182365577,-3.8935376143421774,22.792407142801384,-34.62983998024673,"3.44","1.65",,,,"85.6",2693,"6.2",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.34",,,"0",1,0,0,,6,5,"Cutter",0,0,0,0,0,0,0,0,,,314,"-0.041","-0.352"
"FC","2023-04-22","84.1","0.75","6.29","Valdez, Framber",621566,664285,,"ball",,,,,12,"Matt Olson strikes out swinging.","R","L","L","ATL","HOU","B",,,1,2,2023,"-0.21","-0.58","1.65","2.55",,660670,,0,1,"Bot",,,,,455117,,,2.4773970320550487,-122.54298813135328,-1.178366778899844,-2.5940550061753767,23.408535487335893,-37.96734045932846,"3.33","1.66",,,,"83.7",2684,"5.9",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.64",,,,,,,,6,4,"Cutter",0,0,0,0,0,0,0,0,,,307,"0","0.034"
"FC","2023-04-22","83.9","0.83","6.23","Valdez, Framber",621566,664285,,"foul",,,,,8,"Matt Olson strikes out swinging.","R","L","L","ATL","HOU","S",,,1,1,2023,"-0.32","-0.12","-0.2","1.81",,660670,,0,1,"Bot",,,,,455117,,,-1.7484054573646384,-122.3643014657067,-3.684228794749184,-2.959135751877725,21.045601946821147,-32.950990882361836,"3.44","1.65",5,"44.7",-21,"84.2",2586,"6.1",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.43",,,,,,,,6,3,"Cutter",0,0,0,0,0,0,0,0,,,304,"0","-0.062"
"SI","2023-04-22","95.3","0.48","6.42","Valdez, Framber",621566,664285,,"ball",,,,,12,"Matt Olson strikes out swinging.","R","L","L","ATL","HOU","B",,,0,1,2023,"1.16","0.83","0.68","3.98",,,660670,0,1,"Bot",,,,,455117,,,-2.050080689838919,-138.8905898791854,-2.67236867001348,15.49224508930054,30.86320315434426,-21.023631779806077,"3.38","1.7",,,,"94.8",2255,"5.9",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.6",,,,,,,,6,2,"Sinker",0,0,0,0,0,0,0,0,,,149,"0.024","0.034"
"SI","2023-04-22","94.4","0.5","6.42","Valdez, Framber",621566,664285,,"called_strike",,,,,5,"Matt Olson strikes out swinging.","R","L","L","ATL","HOU","S",,,0,0,2023,"1.37","0.61","-0.14","2.79",,,660670,0,1,"Bot",,,,,455117,,,-4.634162098661951,-137.4122804935734,-5.071671502182731,18.34738688069319,30.96350797395878,-23.55029688787167,"3.36","1.72",,,,"93.3",2051,"5.7",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.82",,,,,,,,6,1,"Sinker",0,0,0,0,0,0,0,0,,,151,"0","-0.049"
"SI","2023-04-22","94.9","0.61","6.4","Valdez, Framber",660670,664285,"single","hit_into_play",,,,,5,"Ronald Acuna Jr.  singles on a ground ball to center fielder Jake Meyers.","R","R","L","ATL","HOU","X",8,"ground_ball",0,0,2023,"1.48","0.67","-0.09","2.52",,,,0,1,"Bot",114.87,94.19,,,455117,,,-5.07778622491149,-138.05418773434295,-5.922557028809821,20.063546515436826,31.66791017500388,-22.46220482712394,"3.52","1.64",20,"110.4",-6,"93.8",2174,"5.7",718471,664285,455117,547989,643289,608324,665161,667452,676694,663656,"54.76",0.414,0.373,"0.9",1,1,0,2,5,1,"Sinker",0,0,0,0,0,0,0,0,,,149,"0.036","0.392"
"SI","2023-04-16","95.3","0.69","6.25","Valdez, Framber",543257,664285,"single","hit_into_play",,,,,5,"Robbie Grossman singles on a ground ball to left fielder Yordan Alvarez.   Adolis Garcia scores.    Josh Jung to 3rd.    Jonah Heim to 2nd.","R","R","L","HOU","TEX","X",7,"ground_ball",0,0,2023,"1.26","0.69","-0.27","1.99",666969,673962,641680,0,7,"Top",90.93,125.07,,,455117,,,-5.288931320262926,-138.5649064538536,-7.017965363086953,17.35270200225625,32.762169541179446,-21.80055073233058,"2.97","1.43",33,"101.4",-2,"94.5",2236,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.51",0.349,0.347,"0.9",1,1,0,2,48,1,"Sinker",0,1,1,0,2,0,2,0,"Standard","Standard",150,"-0.063","1.103"
"SI","2023-04-16","94","0.83","6.2","Valdez, Framber",641680,664285,"walk","ball",,,,,9,"Jonah Heim walks.   Nathaniel Lowe scores.    Adolis Garcia to 3rd.    Josh Jung to 2nd.","R","R","L","HOU","TEX","B",,,3,1,2023,"1.5","0.76","0.81","1.63",663993,666969,673962,0,7,"Top",,,,,455117,,,-3.3351540126603765,-136.59572984991075,-7.656244938521713,19.39980982885031,33.140273575407875,-21.043635013940655,"3.44","1.65",,,,"92.5",2312,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.81",,,"0.7",1,0,0,,47,5,"Sinker",0,0,0,0,1,0,1,0,"Standard","Standard",141,"-0.102","0.613"
"SI","2023-04-16","93.8","0.65","6.21","Valdez, Framber",641680,664285,,"called_strike",,,,,9,"Jonah Heim walks.   Nathaniel Lowe scores.    Adolis Garcia to 3rd.    Josh Jung to 2nd.","R","R","L","HOU","TEX","S",,,3,0,2023,"1.43","0.77","0.6","1.82",663993,666969,673962,0,7,"Top",,,,,455117,,,-3.2410162507275593,-136.38476215203997,-7.21833495505932,18.453778951876323,33.46927187653379,-21.134606243926125,"3.3","1.59",,,,"92.7",2279,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.58",,,,,,,,47,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0","-0.153"
"SI","2023-04-16","94.5","0.75","6.18","Valdez, Framber",641680,664285,,"ball",,,,,14,"Jonah Heim walks.   Nathaniel Lowe scores.    Adolis Garcia to 3rd.    Josh Jung to 2nd.","R","R","L","HOU","TEX","B",,,2,0,2023,"1.31","0.59","1.09","1.98",663993,666969,673962,0,7,"Top",,,,,455117,,,-2.009330297070841,-137.47978104792972,-6.451115485949935,16.945152697681976,33.94543150944201,-23.449198188791815,"3.45","1.68",,,,"93",2217,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.83",,,,,,,,47,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",144,"0","0.235"
"SI","2023-04-16","95.4","0.68","6.15","Valdez, Framber",641680,664285,,"ball",,,,,14,"Jonah Heim walks.   Nathaniel Lowe scores.    Adolis Garcia to 3rd.    Josh Jung to 2nd.","R","R","L","HOU","TEX","B",,,1,0,2023,"1.42","0.93","0.36","0.92",663993,666969,673962,0,7,"Top",,,,,455117,,,-4.043497395607915,-138.481408798181,-10.168941775872602,19.075106213274694,33.83092012140618,-17.997085335375655,"3.45","1.68",,,,"95.3",2233,"6.6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"53.94",,,,,,,,47,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",139,"0","0.19"
"SI","2023-04-16","94.9","0.5","6.25","Valdez, Framber",673962,664285,,"foul",,,,,9,"Josh Jung singles on a ground ball to left fielder Yordan Alvarez.   Nathaniel Lowe to 3rd.    Adolis Garcia to 2nd.","R","R","L","HOU","TEX","S",,,3,2,2023,"1.41","0.73","0.6","2.07",,663993,666969,0,7,"Top",,,,,455117,,,-2.8921066846104284,-137.95916676097522,-6.782362737871471,18.584299388305222,34.17844613195641,-21.49970151829891,"3.58","1.73",,,,"93.9",2271,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.49",,,,,,,,46,6,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0","0"
"SI","2023-04-16","94.9","0.36","6.33","Valdez, Framber",673962,664285,,"foul",,,,,12,"Josh Jung singles on a ground ball to left fielder Yordan Alvarez.   Nathaniel Lowe to 3rd.    Adolis Garcia to 2nd.","R","R","L","HOU","TEX","S",,,1,1,2023,"1.27","0.93","1.17","3.25",,663993,666969,0,7,"Top",,,,,455117,,,-0.6964253091239094,-138.133271989924,-4.385575236519237,16.26854698063683,34.178986684043885,-19.57553166312714,"3.58","1.73",204,"74.8",34,"93.7",2223,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.69",,,,,,,,46,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",150,"0","-0.161"
"SI","2023-04-16","95.3","0.53","6.19","Valdez, Framber",673962,664285,,"ball",,,,,12,"Josh Jung singles on a ground ball to left fielder Yordan Alvarez.   Nathaniel Lowe to 3rd.    Adolis Garcia to 2nd.","R","R","L","HOU","TEX","B",,,0,0,2023,"1.54","0.51","1.12","3.4",,663993,666969,0,7,"Top",,,,,455117,,,-1.8860519444452413,-138.75514096937567,-2.758548504445435,20.2032231759088,35.12454030112278,-25.173788628721955,"3.58","1.76",,,,"94",2121,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.73",,,,,,,,46,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","0.076"
"SI","2023-04-16","96.8","0.63","6.23","Valdez, Framber",666969,664285,"field_error","hit_into_play",,,,,6,"Adolis Garcia reaches on a throwing error by shortstop Jeremy Pena.","R","R","L","HOU","TEX","X",6,"ground_ball",3,1,2023,"1.35","0.71","0.57","2.51",,663993,,0,7,"Top",112.76,163.28,,,455117,,,-3.2220943920697587,-140.7463719576535,-5.843833433333504,18.519111682050124,38.14679686076289,-21.576630415889632,"3.42","1.76",4,"79.4",-31,"95.6",2321,"6.1",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.42",0.063,0.061,"0.9",1,0,0,2,45,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"-0.032","0.465"
"SI","2023-04-16","91.5","0.38","6.23","Valdez, Framber",666969,664285,,"ball",,,,,13,"Adolis Garcia reaches on a throwing error by shortstop Jeremy Pena.","R","R","L","HOU","TEX","B",,,2,1,2023,"1.4","0.5","-1.07","1.04",,663993,,0,7,"Top",,,,,455117,,,-6.649597942667622,-132.82388082030823,-8.167122728332853,18.04789725517166,31.44683304823128,-24.607016198356494,"3.04","1.53",,,,"90.5",1812,"6.1",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.42",,,,,,,,45,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",134,"0","0.128"
"SI","2023-04-16","95.5","0.24","6.29","Valdez, Framber",666969,664285,,"called_strike",,,,,5,"Adolis Garcia reaches on a throwing error by shortstop Jeremy Pena.","R","R","L","HOU","TEX","S",,,1,0,2023,"1.45","0.92","-0.15","2.42",,663993,,0,7,"Top",,,,,455117,,,-4.249736611355459,-138.87914414941974,-6.505943406979338,19.64165084575638,35.04782894120255,-18.909183305179997,"3.13","1.56",,,,"94.1",2157,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.72",,,,,,,,45,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0","-0.156"
"SI","2023-04-16","96.1","0.42","6.22","Valdez, Framber",666969,664285,,"ball",,,,,12,"Adolis Garcia reaches on a throwing error by shortstop Jeremy Pena.","R","R","L","HOU","TEX","B",,,0,0,2023,"1.42","0.94","0.95","2.79",,663993,,0,7,"Top",,,,,455117,,,-1.7925082963485797,-139.8772488340945,-5.541026259016007,18.947896244976597,34.50914581713411,-18.78371408201563,"3.3","1.68",,,,"95.2",2259,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.52",,,,,,,,45,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",134,"0","0.088"
"FC","2023-04-16","85","0.82","6.15","Valdez, Framber",663993,664285,"double","hit_into_play",,,,,5,"Nathaniel Lowe doubles (7) on a sharp line drive to right fielder Kyle Tucker.","R","L","L","HOU","TEX","X",9,"line_drive",3,2,2023,"-0.33","-0.4","0.21","2.26",,,,0,7,"Top",212.07,121.33,,,455117,,,-0.7579980409484208,-123.74985585748432,-1.9634405783927527,-3.230283878545869,25.786678528663376,-36.1152160415027,"3.38","1.57",237,"107.7",13,"84.1",2580,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.75",0.831,0.845,"1.25",1,1,1,5,44,6,"Cutter",0,0,0,0,0,0,0,0,"Strategic","Standard",297,"-0.11","0.56"
"FC","2023-04-16","86.3","0.78","6.21","Valdez, Framber",663993,664285,,"ball",,,,,14,"Nathaniel Lowe doubles (7) on a sharp line drive to right fielder Kyle Tucker.","R","L","L","HOU","TEX","B",,,2,2,2023,"0.05","-0.05","0.28","1.32",,,,0,7,"Top",,,,,455117,,,-1.2766135049950922,-125.54970107755537,-5.169583563930604,0.7971706163294588,28.71070217249186,-31.741921872500722,"3.21","1.5",,,,"84.8",2595,"5.6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.89",,,,,,,,44,5,"Cutter",0,0,0,0,0,0,0,0,"Strategic","Standard",301,"0","0.112"
"FC","2023-04-16","83.7","0.87","6.17","Valdez, Framber",663993,664285,,"foul",,,,,8,"Nathaniel Lowe doubles (7) on a sharp line drive to right fielder Kyle Tucker.","R","L","L","HOU","TEX","S",,,2,1,2023,"-0.08","-0.26","-0.12","1.79",,,,0,7,"Top",,,,,455117,,,-2.100196869551312,-121.89905695921026,-3.1481487555479863,-0.3713749434471493,24.878958376523443,-34.36401322774769,"3.38","1.57",3,"59.8",-36,"82.8",2443,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.75",,,,,,,,44,4,"Cutter",0,0,0,0,0,0,0,0,"Strategic","Standard",306,"0","-0.068"
"SI","2023-04-16","95.6","0.49","6.2","Valdez, Framber",663993,664285,,"ball",,,,,13,"Nathaniel Lowe doubles (7) on a sharp line drive to right fielder Kyle Tucker.","R","L","L","HOU","TEX","B",,,1,1,2023,"1.45","0.71","-0.1","1.33",,,,0,7,"Top",,,,,455117,,,-4.779002645063814,-138.87707525294454,-8.668286767001444,19.832952127678503,33.00541196807521,-21.216873354135434,"3.38","1.59",,,,"94.3",2159,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.75",,,,,,,,44,3,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",145,"0","0.049"
"SI","2023-04-16","94.9","0.55","6.24","Valdez, Framber",663993,664285,,"ball",,,,,13,"Nathaniel Lowe doubles (7) on a sharp line drive to right fielder Kyle Tucker.","R","L","L","HOU","TEX","B",,,0,1,2023,"1.21","0.95","-0.3","0.8",,,,0,7,"Top",,,,,455117,,,-4.880464339991718,-137.83565594153842,-10.575609067151667,16.568704826504057,30.244220644076904,-17.860384807787348,"3.38","1.62",,,,"93.8",2144,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.75",,,,,,,,44,2,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",143,"0","0.032"
"SI","2023-04-16","93.7","0.87","6.29","Valdez, Framber",663993,664285,,"foul",,,,,14,"Nathaniel Lowe doubles (7) on a sharp line drive to right fielder Kyle Tucker.","R","L","L","HOU","TEX","S",,,0,0,2023,"1.37","0.75","0.89","1.84",,,,0,7,"Top",,,,,455117,,,-2.936174054931073,-136.17952083775683,-7.249573382633201,17.653873240966945,33.323657627699504,-21.4271657340239,"3.38","1.57",2,"66.1",-42,"92.4",2083,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.66",,,,,,,,44,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0","-0.04"
"SI","2023-04-16","95.2","0.63","6.26","Valdez, Framber",677649,664285,"field_out","hit_into_play",,,,,5,"Ezequiel Duran grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.","R","R","L","HOU","TEX","X",4,"ground_ball",0,0,2023,"1.15","0.92","0.22","2.12",,,,2,6,"Top",141.27,154.79,,,455117,,,-3.6245595060799043,-138.52921286464243,-7.243059510533916,15.55439000820514,31.871863861782778,-18.911673179438093,"3.29","1.57",19,"107.9",-5,"94.5",2173,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.56",0.409,0.371,"0",1,0,0,2,40,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0.016","-0.097"
"SI","2023-04-16","95.2","0.44","6.28","Valdez, Framber",543760,664285,"field_out","hit_into_play",,,,,8,"Marcus Semien grounds out, third baseman Alex Bregman to first baseman Jose Abreu.","R","R","L","HOU","TEX","X",5,"ground_ball",2,1,2023,"1.38","0.91","0.03","2.03",,,,1,6,"Top",92.18,156.05,,,455117,,,-4.10694046871762,-138.33121979310803,-7.370146858262999,18.607918147528103,34.392695828745694,-19.02929601213824,"3.3","1.63",38,"105.2",-1,"93.7",2295,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.76",0.466,0.452,"0",1,0,0,4,39,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0.025","-0.205"
"FC","2023-04-16","83.2","0.8","6.08","Valdez, Framber",543760,664285,,"called_strike",,,,,1,"Marcus Semien grounds out, third baseman Alex Bregman to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,0,0,2023,"-0.33","-0.29","-0.8","3.12",,,,1,6,"Top",,,,,455117,,,-3.0044959561367555,-121.12450791864468,0.20427048443481888,-2.6698646918659747,23.63742380203599,-35.28203369186362,"3.3","1.56",,,,"82.7",2566,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.6",,,,,,,,39,1,"Cutter",0,0,0,0,0,0,0,0,"Strategic","Standard",304,"0","-0.031"
"SI","2023-04-16","94","0.73","6.24","Valdez, Framber",669352,664285,"field_out","hit_into_play",,,,,3,"Bubba Thompson grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.","R","R","L","HOU","TEX","X",4,"ground_ball",1,0,2023,"1.43","0.6","0.7","2.84",,,,0,6,"Top",143.69,156,,,455117,,,-3.212907930427657,-136.77488348403608,-4.317831690630255,18.57831023154151,34.05656752858084,-23.87612977278651,"3.39","1.53",27,"90.4",-4,"92.6",2089,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.77",0.226,0.209,"0",1,0,0,2,38,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0.033","-0.282"
"SI","2023-04-16","95.9","0.54","6.25","Valdez, Framber",665750,664285,,"called_strike",,,,,5,"Leody Taveras grounds out softly, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,2,1,2023,"1.54","0.71","0.07","2.68",,,641680,2,5,"Top",,,,,455117,,,-4.692938090053356,-139.41397224827256,-5.33092858943489,21.090190536806166,36.039949664447306,-21.86122504351491,"3.61","1.82",,,,"94.5",2242,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.64",,,,,,,,33,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0","-0.072"
"SI","2023-04-16","94","0.47","6.25","Valdez, Framber",665750,664285,,"swinging_strike",,,,,3,"Leody Taveras grounds out softly, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","S",,,2,0,2023,"1.45","0.81","0.33","3.28",,,641680,2,5,"Top",,,,,455117,,,-3.5446532109019224,-136.70958258718562,-3.699551494980785,18.850619636315294,33.663085199088776,-21.405413989577504,"3.67","1.78",,,,"93",2163,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.5",,,,,,,,33,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","-0.016"
"FC","2023-04-16","84","0.94","6.06","Valdez, Framber",665750,664285,,"ball",,,,,12,"Leody Taveras grounds out softly, catcher Martin Maldonado to first baseman Jose Abreu.","R","R","L","HOU","TEX","B",,,0,0,2023,"-0.35","-0.16","1.3","3.52",,,641680,2,5,"Top",,,,,455117,,,1.5057591802746553,-122.4014552487355,0.7798812249113276,-3.776228329272601,23.739470117422293,-34.11925734890616,"3.55","1.76",,,,"83.4",2568,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.69",,,,,,,,33,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",248,"0","0.025"
"SI","2023-04-16","95.4","0.53","6.2","Valdez, Framber",543257,664285,"field_out","hit_into_play",,,,,5,"Robbie Grossman flies out to right fielder Kyle Tucker in foul territory.","R","R","L","HOU","TEX","X",9,"fly_ball",0,0,2023,"1.38","0.8","0.13","2.42",,,641680,1,5,"Top",191.48,141,,,455117,,,-4.141370527820505,-138.77660788651872,-6.028752186870638,18.78730794754334,33.48152370149612,-20.69227483794886,"2.97","1.43",217,"82.2",56,"94.5",2153,"6",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.54",0.02,0.018,"0",1,0,0,3,32,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",138,"0.037","-0.322"
"SI","2023-04-16","96.4","0.49","6.23","Valdez, Framber",641680,664285,,"called_strike",,,,,7,"Jonah Heim walks.","R","R","L","HOU","TEX","S",,,3,1,2023,"1.21","0.79","-0.66","1.97",,,,1,5,"Top",,,,,455117,,,-5.737792185051119,-140.06792971048134,-7.4548766374258735,17.216643311296075,32.73858564748262,-20.192247319503064,"3.47","1.7",,,,"95.3",2247,"5.8",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.67",,,,,,,,31,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0","-0.069"
"SI","2023-04-16","94.9","0.36","6.23","Valdez, Framber",641680,664285,,"called_strike",,,,,7,"Jonah Heim walks.","R","R","L","HOU","TEX","S",,,2,0,2023,"1.46","0.69","-0.47","1.75",,,,1,5,"Top",,,,,455117,,,-5.3689743523465,-137.90687892844193,-7.478296067912617,19.82772153854633,31.738401092832394,-21.873487579296565,"3.45","1.65",,,,"93.7",2279,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.76",,,,,,,,31,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","-0.046"
"SI","2023-04-16","94.7","0.64","6.17","Valdez, Framber",641680,664285,,"ball",,,,,14,"Jonah Heim walks.","R","R","L","HOU","TEX","B",,,1,0,2023,"1.35","0.85","1.01","2.53",,,,1,5,"Top",,,,,455117,,,-2.019803661328347,-137.85562234958854,-5.666601320710799,17.62531790492116,31.260852359842342,-20.278394466142004,"3.52","1.62",,,,"93.7",2223,"5.7",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.77",,,,,,,,31,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","0.045"
"SI","2023-04-16","95","0.79","6.22","Valdez, Framber",641680,664285,,"ball",,,,,14,"Jonah Heim walks.","R","R","L","HOU","TEX","B",,,0,0,2023,"1.52","0.65","0.01","0.64",,,,1,5,"Top",,,,,455117,,,-5.385967305408777,-137.86339905478502,-10.252181977361044,20.52683822553001,33.03215055014729,-21.66287064859467,"3.49","1.68",,,,"93.9",2125,"5.9",718552,664285,455117,547989,643289,608324,665161,670541,676694,663656,"54.55",,,,,,,,31,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",139,"0","0.033"
